ticker,price,mktcap_b,fwd_pe,trail_pe,psr,pbr,ev_ebitda,peg,rev_growth,eps_growth,gross_margin,op_margin,fcf_b,roe,debt_to_equity,beta,div_yield
VMC,275.94,35.755958272,25.567234,32.57851,4.405722,4.2182984,17.323,2.38,0.025,0.027,0.27506,0.21611,0.8436,0.13234,58.22,1.057,0.75
VRSN,290.785,26.286964736,26.483803,31.572748,15.391396,-11.661721,22.557,2.86,0.06,0.077,0.88465,0.68178004,0.832837504,,,0.703,1.15
VST,135.66,45.532270592,13.087508,22.876898,2.3699913,15.162625,10.274,0.39,-0.055,-0.062,0.38309,0.13766,0.037125,0.42962003,373.28,1.433,0.68
VTR,93.47,47.945097216,102.15301,169.94545,7.469261,3.2728736,25.628,1.72,0.217,-0.067,0.39970002,0.14807999,1.486853504,0.02012,84.928,0.731,2.15
VTRS,16.54,18.997694464,6.1983323,,1.2890892,1.3139498,7.189,1.05,0.049,,0.40307,0.12550999,2.6773376,-0.02754,95.535,0.893,2.94
VZ,50.15,208.361979904,9.497225,13.059896,1.5001403,2.0050378,7.803,0.93,-0.007,-0.22,0.59453,0.22999,17.466624,0.15842,184.081,0.231,5.72
WAB,297.62,50.271244288,23.920168,40.002686,4.1962643,4.487906,21.339,1.37,0.175,0.189,0.35735,0.19188,1.101374976,0.11553001,61.686,0.928,0.42
WAT,410.75,40.329838592,24.823246,104.25127,8.683754,2.6367822,31.189,1.79,1.134,,0.56337,0.09422,-0.142067632,0.019199999,36.045,1.184,
WBD,28.7,71.954825216,588.71796,,1.9923805,2.1920109,13.018,216.92,-0.112,-0.906,0.47811002,0.05105,16.167374848,-0.08786,94.199,1.565,
WDC,435.38,156.97231872,13.712958,16.173105,12.1505,20.816639,33.039,0.87,0.438,9.841,0.48851,0.43608,2.26875008,1.30853,13.436,2.217,0.13
WEC,107.58,35.054874624,17.933289,20.88932,3.4579747,2.5719,14.616,2.23,0.026,0.197,0.41909,0.21802999,-2.353637376,0.11988,157.985,0.462,3.59
WM,226.46,90.519502848,24.833212,31.985876,3.526688,9.125932,14.453,2.3,0.04,0.083,0.40601003,0.18986,2.34837504,0.29841,235.301,0.437,1.58
WMB,70.97,86.808199168,27.077555,28.2749,7.0444045,6.598178,16.924,2.35,0.078,0.512,0.63637,0.39540002,-1.516749952,0.21503,200.371,0.615,2.98
WRB,69.7,25.874556928,14.413006,14.341563,1.7370018,2.791573,10.026,4.63,0.012,0.15,0.43785998,0.16385001,3.045504768,0.20207001,31.527,0.294,0.58
WSM,237.77,27.99661056,23.034014,26.685747,3.551896,14.972922,17.467,3.1,0.044,0.043,0.46062002,0.16173,0.885462144,0.54007,79.878,1.47,1.28
WST,353.32,24.865163264,35.45695,45.297436,7.474199,8.318501,27.109,3.03,0.138,0.181,0.36786,0.22469,0.277937504,0.19087,10.585,1.138,0.25
WTW,350.75,32.574830592,15.32212,21.731724,3.2245924,4.2431316,13.24,1.27,0.091,-0.268,0.42516,0.17559,1.41562496,0.19761999,91.39,0.418,1.12
WY,24.39,17.578749952,35.851303,36.954544,2.565492,1.8631121,32.746,1.86,-0.009,0.871,0.14507,0.080340005,0.013625,0.04974,57.625,0.901,3.44
WYNN,99.41,10.236634112,19.256363,23.839329,1.3808239,-59.77751,10.879,1.15,0.069,1.061,0.683,0.16537,0.476188864,,,1.005,1.0
XYL,114.18,26.659524608,18.281933,27.185715,2.9212718,2.4226606,14.412,1.54,0.015,0.195,0.39240003,0.16995001,1.183750016,0.09182999,28.642,1.01,1.52
XYZ,81.38,48.892694528,15.676891,145.32143,1.9524306,2.2175593,32.146,0.86,0.093,-0.833,0.46572,0.06999,-0.027105876,0.01612,32.58,2.526,
YUM,157.35,42.94098944,21.073116,19.81738,4.9232965,-5.95031,17.758,2.06,0.122,1.316,0.45311,0.32779998,0.833249984,,,0.553,1.96
ZBH,100.98,19.26069248,11.136772,24.50971,2.2636204,1.5246407,10.335,0.68,0.048,0.338,0.69877,0.17959999,1.090899968,0.06413,60.175,0.462,0.95
ZBRA,363.3,17.18796288,16.33568,33.299725,2.9596734,5.012071,17.094,0.68,0.204,1.215,0.49581,0.21259001,0.576750016,0.15286,86.23,1.583,
ZTS,77.17,31.88846592,11.6060295,12.588906,3.3478703,9.844367,9.764,6.97,-0.002,0.012,0.71738,0.40721,2.016999936,0.64911,293.996,0.73,2.73
